0.249788851,1.30643,0.367491335
0.246953338,1.29736376,0.35857895
0.244449675,1.28867638,0.350597948
0.241225049,1.27704465,0.340311557
0.2398218,1.27360606,0.33635053
0.238987535,1.27095854,0.3340332
0.236835033,1.26100016,0.3272736
0.2355312,1.2568301,0.323690474
0.2344142,1.25239837,0.320414245
0.233187646,1.24750662,0.316827565
0.231279925,1.23949623,0.311184525
0.230053455,1.23511362,0.307772458
0.228863925,1.23042786,0.304371148
0.227233112,1.22394764,0.299722
0.226427838,1.22157693,0.2976402
0.225147843,1.21611023,0.293932676
0.223819256,1.21080422,0.290195227
0.222868487,1.207324,0.2876093
0.222169772,1.20473111,0.285707027
0.221470073,1.20195448,0.283765048
0.220762983,1.19913423,0.281805247
0.220131114,1.19667518,0.2800734
0.219631389,1.19478238,0.278719246
0.218961865,1.19198477,0.276848674
0.218165681,1.188712,0.274644166
0.217198417,1.18657148,0.272398084
0.216510475,1.1840446,0.2705749
0.215510741,1.17980182,0.267805338
0.214383528,1.17518711,0.2647362
0.213164389,1.17021179,0.261438161
0.212229952,1.16669726,0.258989245
0.211465329,1.16374338,0.256975561
0.210777164,1.16103947,0.25515914
0.210108742,1.15836573,0.2533899
0.209352955,1.15525687,0.251377374
0.208533943,1.15191019,0.249209344
0.207212538,1.14615011,0.245651886
0.206228673,1.14069247,0.24276942
0.205523282,1.13797021,0.240965009
0.204861343,1.13530946,0.239254728
0.204246849,1.13283193,0.237670273
0.203858986,1.13147521,0.236715883
0.203432128,1.12971342,0.235611379
0.203072578,1.12830913,0.234699368
0.202570826,1.12616014,0.233390033
0.202087626,1.12423122,0.232161254
0.201608643,1.12230825,0.230943769
0.20096463,1.11954939,0.229275718
0.2010787,1.1205945,0.229684845
0.202104062,1.12293172,0.231921077
0.202934235,1.12605977,0.233993754
0.204238057,1.13166285,0.23740983
0.2056373,1.13738966,0.24104
0.207541287,1.14547658,0.246082231
0.209057644,1.15130222,0.249997973
0.210721835,1.158171,0.254430979
0.212195963,1.16395772,0.258320719
0.213811368,1.170561,0.262671977
0.215033576,1.17514443,0.2658924
0.2171784,1.18448174,0.271882176
0.219491959,1.19371521,0.2782163
0.222507238,1.2030189,0.285920531
0.224898756,1.2119323,0.29246217
0.227885038,1.224183,0.300997555
0.2312662,1.23793137,0.3107657
0.234588757,1.25117731,0.320435137
0.237968221,1.26472962,0.3304287
0.242131636,1.281138,0.343411028
0.2474124,1.3007766,0.360554934
0.253976315,1.324965,0.382300526
0.26201722,1.35436463,0.409617633
0.27090764,1.38644528,0.440637469
0.279872447,1.41978025,0.473244429
0.28743878,1.44376493,0.5001315
0.2941576,1.46834493,0.525708139
0.298926622,1.48414564,0.543606162
0.302612841,1.49638093,0.5581984
0.306174427,1.5082109,0.572686
0.309182227,1.51777184,0.5848785
0.313329041,1.53277922,0.6025828
0.3175766,1.54666555,0.6203633
0.3225521,1.564182,0.641985655
0.328297675,1.58339143,0.666932344
0.332689464,1.59716761,0.685890734
0.3375923,1.61455011,0.708202
0.3400535,1.62157989,0.7187708
0.3429167,1.63236415,0.732316852
0.344149858,1.63472641,0.7371574
0.3447627,1.63720059,0.740155
0.345480144,1.63898945,0.743169
0.3436034,1.63105929,0.7338321
0.343572646,1.63221264,0.7342568
0.340043873,1.6170733,0.716744
0.338973731,1.61636293,0.713184953
0.3368829,1.60712731,0.7028078
0.333945185,1.59699035,0.689575732
0.332732975,1.59360456,0.6844906
0.329741,1.58477533,0.671805263
0.329401344,1.585768,0.671215832
